,Confirmed,Country/Region,Deaths,Date,region,Recovered,Suspected,Time,Latitude,Longitude,Y,M,D,date_new
0,27100.0,Mainland China,780.0,2020-02-09,Hubei,1480.0,0.0,11:13:28,31.15172525,112.87832224656043,2020,02,09,09-02-2020
1,1131.0,Mainland China,1.0,2020-02-09,Guangdong,141.0,0.0,15:03:05,23.1357694,113.1982688,2020,02,09,09-02-2020
2,1075.0,Mainland China,0.0,2020-02-09,Zhejiang,201.0,0.0,12:03:04,29.0000001,119.9999999,2020,02,09,09-02-2020
3,1033.0,Mainland China,6.0,2020-02-09,Henan,153.0,0.0,11:23:08,34.0000001,113.9999999,2020,02,09,09-02-2020
4,838.0,Mainland China,1.0,2020-02-09,Hunan,186.0,0.0,12:33:01,27.9995878,112.009538,2020,02,09,09-02-2020
5,779.0,Mainland China,1.0,2020-02-09,Anhui,72.0,0.0,09:33:02,32.0,117.0,2020,02,09,09-02-2020
6,740.0,Mainland China,0.0,2020-02-09,Jiangxi,73.0,0.0,11:33:12,28.0,116.0,2020,02,09,09-02-2020
7,468.0,Mainland China,0.0,2020-02-09,Jiangsu,71.0,0.0,10:23:11,33.0000001,119.9999999,2020,02,09,09-02-2020
8,450.0,Mainland China,2.0,2020-02-09,Chongqing,50.0,0.0,12:13:14,29.5585712,106.5492822,2020,02,09,09-02-2020
9,444.0,Mainland China,1.0,2020-02-09,Shandong,63.0,0.0,15:03:05,36.0000001,118.9999999,2020,02,09,09-02-2020
10,386.0,Mainland China,1.0,2020-02-09,Sichuan,71.0,0.0,12:43:01,30.5000001,102.4999999,2020,02,09,09-02-2020
11,326.0,Mainland China,2.0,2020-02-09,Beijing,37.0,0.0,03:43:02,39.906217,116.3912757,2020,02,09,09-02-2020
12,307.0,Mainland China,6.0,2020-02-09,Heilongjiang,14.0,0.0,08:43:05,48.0000047,127.999992,2020,02,09,09-02-2020
13,293.0,Mainland China,1.0,2020-02-09,Shanghai,44.0,0.0,06:33:01,31.2322758,121.4692071,2020,02,09,09-02-2020
14,250.0,Mainland China,0.0,2020-02-09,Fujian,35.0,0.0,09:13:11,26.5450001,117.842778,2020,02,09,09-02-2020
15,208.0,Mainland China,0.0,2020-02-09,Shaanxi,25.0,0.0,03:03:09,36.0,109.0,2020,02,09,09-02-2020
16,206.0,Mainland China,2.0,2020-02-09,Hebei,34.0,0.0,12:43:01,39.0000001,116.0,2020,02,09,09-02-2020
17,195.0,Mainland China,1.0,2020-02-09,Guangxi,18.0,0.0,00:33:07,24.0,109.0,2020,02,09,09-02-2020
18,141.0,Mainland China,0.0,2020-02-09,Yunnan,18.0,0.0,08:53:02,25.0,102.0,2020,02,09,09-02-2020
19,131.0,Mainland China,3.0,2020-02-09,Hainan,19.0,0.0,13:33:02,19.2000001,109.5999999,2020,02,09,09-02-2020
20,115.0,Mainland China,0.0,2020-02-09,Shanxi,22.0,0.0,09:03:04,37.0,112.0,2020,02,09,09-02-2020
21,107.0,Mainland China,0.0,2020-02-09,Liaoning,12.0,0.0,12:23:03,40.9975197,122.9955469,2020,02,09,09-02-2020
22,99.0,Mainland China,1.0,2020-02-09,Guizhou,7.0,0.0,09:53:02,27.0,107.0,2020,02,09,09-02-2020
23,90.0,Mainland China,1.0,2020-02-09,Tianjin,4.0,0.0,04:03:07,39.1235635,117.1980785,2020,02,09,09-02-2020
24,79.0,Mainland China,1.0,2020-02-09,Gansu,15.0,0.0,11:13:28,38.0000001,101.9999999,2020,02,09,09-02-2020
25,78.0,Mainland China,1.0,2020-02-09,Jilin,12.0,0.0,09:03:04,42.9995032,125.9816054,2020,02,09,09-02-2020
26,64.0,Others,0.0,2020-02-09,Diamond Princess cruise ship,0.0,0.0,06:13:11,35.4498,139.6649,2020,02,09,09-02-2020
27,54.0,Mainland China,0.0,2020-02-09,Inner Mongolia,5.0,0.0,02:23:07,43.2443242,114.3251664,2020,02,09,09-02-2020
28,45.0,Mainland China,0.0,2020-02-09,Ningxia,13.0,0.0,02:03:11,37.0000001,105.9999999,2020,02,09,09-02-2020
29,45.0,Mainland China,0.0,2020-02-09,Xinjiang,0.0,0.0,01:23:08,41.7574769,87.16738423046897,2020,02,09,09-02-2020
30,40.0,Singapore,0.0,2020-02-09,Singapore,2.0,0.0,02:43:02,1.357107,103.8194992,2020,02,09,09-02-2020
31,32.0,Thailand,0.0,2020-02-08,Thailand,10.0,0.0,12:53:01,14.8971921,100.83273,2020,02,08,08-02-2020
32,29.0,Hong Kong,1.0,2020-02-09,Hong Kong,0.0,0.0,09:53:02,22.2793278,114.1628131,2020,02,09,09-02-2020
33,26.0,Japan,0.0,2020-02-09,Japan,1.0,0.0,06:13:11,36.5748441,139.2394179,2020,02,09,09-02-2020
34,25.0,South Korea,0.0,2020-02-09,South Korea,3.0,0.0,02:33:02,36.638392,127.6961188,2020,02,09,09-02-2020
35,18.0,Mainland China,0.0,2020-02-06,Qinghai,3.0,0.0,02:13:15,35.40709525,95.95211573241954,2020,02,06,06-02-2020
36,18.0,Taiwan,0.0,2020-02-09,Taiwan,1.0,0.0,09:13:11,23.9739374,120.9820179,2020,02,09,09-02-2020
37,16.0,Malaysia,0.0,2020-02-08,Malaysia,1.0,0.0,10:23:04,4.5693754,102.2656823,2020,02,08,08-02-2020
38,14.0,Germany,0.0,2020-02-09,Germany,0.0,0.0,06:13:11,51.0834196,10.4234469,2020,02,09,09-02-2020
39,13.0,Vietnam,0.0,2020-02-08,Vietnam,1.0,0.0,07:23:04,13.2904027,108.4265113,2020,02,08,08-02-2020
40,11.0,France,0.0,2020-02-08,France,0.0,0.0,09:53:01,46.603354,1.8883335,2020,02,08,08-02-2020
41,10.0,Macau,0.0,2020-02-06,Macau,1.0,0.0,14:23:04,22.1757605,113.5514142,2020,02,06,06-02-2020
42,7.0,United Arab Emirates,0.0,2020-02-08,United Arab Emirates,0.0,0.0,07:03:16,24.0002488,53.9994829,2020,02,08,08-02-2020
43,5.0,Australia,0.0,2020-02-07,Queensland,0.0,0.0,01:03:02,-22.1646782,144.5844903,2020,02,07,07-02-2020
44,4.0,Australia,0.0,2020-02-06,New South Wales,2.0,0.0,03:13:22,-31.8759835,147.2869493,2020,02,06,06-02-2020
45,4.0,Australia,0.0,2020-02-01,Victoria,0.0,0.0,18:12:49,-36.5986096,144.6780052,2020,02,01,01-02-2020
46,4.0,Canada,0.0,2020-02-07,British Columbia,0.0,0.0,05:43:03,55.001251,-125.002441,2020,02,07,07-02-2020
47,3.0,India,0.0,2020-02-03,India,0.0,0.0,21:43:02,22.3511148,78.6677428,2020,02,03,03-02-2020
48,3.0,Italy,0.0,2020-02-07,Italy,0.0,0.0,17:53:02,42.6384261,12.674297,2020,02,07,07-02-2020
49,3.0,Philippines,1.0,2020-02-07,Philippines,0.0,0.0,16:43:04,12.7503486,122.7312101,2020,02,07,07-02-2020
50,3.0,UK,0.0,2020-02-07,UK,0.0,0.0,18:33:02,54.7023545,-3.2765753,2020,02,07,07-02-2020
51,2.0,Australia,0.0,2020-02-02,South Australia,0.0,0.0,22:33:07,-30.5343665,135.6301212,2020,02,02,02-02-2020
52,2.0,Canada,0.0,2020-02-04,"Toronto, ON",0.0,0.0,00:13:06,43.653963,-79.387207,2020,02,04,04-02-2020
53,2.0,Russia,0.0,2020-01-31,Russia,0.0,0.0,16:13:45,64.6863136,97.7453061,2020,01,31,31-01-2020
54,2.0,US,0.0,2020-02-01,"Chicago, IL",0.0,0.0,19:43:03,41.8755616,-87.6244212,2020,02,01,01-02-2020
55,2.0,US,0.0,2020-02-03,"San Benito, CA",0.0,0.0,03:53:02,36.6248089,-121.1177379,2020,02,03,03-02-2020
56,2.0,US,0.0,2020-02-03,"Santa Clara, CA",0.0,0.0,00:43:02,37.2333253,-121.6846349,2020,02,03,03-02-2020
57,1.0,Belgium,0.0,2020-02-04,Belgium,0.0,0.0,15:43:02,50.6402809,4.6667145,2020,02,04,04-02-2020
58,1.0,Cambodia,0.0,2020-01-31,Cambodia,0.0,0.0,08:15:53,13.5066394,104.869423,2020,01,31,31-01-2020
59,1.0,Canada,0.0,2020-02-04,"London, ON",0.0,0.0,00:03:11,42.9836747,-81.2496068,2020,02,04,04-02-2020
60,1.0,Finland,0.0,2020-01-31,Finland,0.0,0.0,08:15:53,63.2467777,25.9209164,2020,01,31,31-01-2020
61,1.0,Mainland China,0.0,2020-02-01,Tibet,0.0,0.0,01:52:40,31.894343149999997,87.07813712706509,2020,02,01,01-02-2020
62,1.0,Nepal,0.0,2020-01-31,Nepal,0.0,0.0,08:15:53,28.1083929,84.0917139,2020,01,31,31-01-2020
63,1.0,Spain,0.0,2020-02-01,Spain,0.0,0.0,23:43:02,39.3262345,-4.8380649,2020,02,01,01-02-2020
64,1.0,Sri Lanka,0.0,2020-02-08,Sri Lanka,1.0,0.0,03:43:03,7.5554942,80.7137847,2020,02,08,08-02-2020
65,1.0,Sweden,0.0,2020-02-01,Sweden,0.0,0.0,02:13:26,59.6749712,14.5208584,2020,02,01,01-02-2020
66,1.0,US,0.0,2020-02-01,"Boston, MA",0.0,0.0,19:43:03,42.3602534,-71.0582912,2020,02,01,01-02-2020
67,1.0,US,0.0,2020-02-01,"Los Angeles, CA",0.0,0.0,19:53:03,34.0536909,-118.2427666,2020,02,01,01-02-2020
68,1.0,US,0.0,2020-02-05,"Madison, WI",0.0,0.0,21:53:02,43.074761,-89.3837613,2020,02,05,05-02-2020
69,1.0,US,0.0,2020-02-01,"Orange, CA",0.0,0.0,19:53:03,45.8413676,-74.2168946,2020,02,01,01-02-2020
70,1.0,US,0.0,2020-02-09,"Seattle, WA",1.0,0.0,07:03:04,47.6038321,-122.3300624,2020,02,09,09-02-2020
71,1.0,US,0.0,2020-02-01,"Tempe, AZ",0.0,0.0,19:43:03,33.4255056,-111.9400125,2020,02,01,01-02-2020
72,5806.0,Mainland China,204.0,1-30-20,Hubei,116.0,0.0,21:30,31.15172525,112.87832224656043,2020,01,30,30-01-2020
73,537.0,Mainland China,0.0,1-30-20,Zhejiang,9.0,0.0,21:30,29.0000001,119.9999999,2020,01,30,30-01-2020
74,393.0,Mainland China,0.0,1-30-20,Guangdong,11.0,0.0,21:30,23.1357694,113.1982688,2020,01,30,30-01-2020
75,352.0,Mainland China,2.0,1-30-20,Henan,3.0,0.0,21:30,34.0000001,113.9999999,2020,01,30,30-01-2020
76,332.0,Mainland China,0.0,1-30-20,Hunan,2.0,0.0,21:30,27.9995878,112.009538,2020,01,30,30-01-2020
77,240.0,Mainland China,0.0,1-30-20,Jiangxi,7.0,0.0,21:30,28.0,116.0,2020,01,30,30-01-2020
78,237.0,Mainland China,0.0,1-30-20,Anhui,3.0,0.0,21:30,32.0,117.0,2020,01,30,30-01-2020
79,206.0,Mainland China,0.0,1-30-20,Chongqing,1.0,0.0,21:30,29.5585712,106.5492822,2020,01,30,30-01-2020
80,178.0,Mainland China,0.0,1-30-20,Shandong,2.0,0.0,21:30,36.0000001,118.9999999,2020,01,30,30-01-2020
81,177.0,Mainland China,1.0,1-30-20,Sichuan,1.0,0.0,21:30,30.5000001,102.4999999,2020,01,30,30-01-2020
82,168.0,Mainland China,0.0,1-30-20,Jiangsu,2.0,0.0,21:30,33.0000001,119.9999999,2020,01,30,30-01-2020
83,128.0,Mainland China,1.0,1-30-20,Shanghai,9.0,0.0,21:30,31.2322758,121.4692071,2020,01,30,30-01-2020
84,121.0,Mainland China,1.0,1-30-20,Beijing,5.0,0.0,21:30,39.906217,116.3912757,2020,01,30,30-01-2020
85,101.0,Mainland China,0.0,1-30-20,Fujian,0.0,0.0,21:30,26.5450001,117.842778,2020,01,30,30-01-2020
86,87.0,Mainland China,0.0,1-30-20,Guangxi,2.0,0.0,21:30,24.0,109.0,2020,01,30,30-01-2020
87,82.0,Mainland China,1.0,1-30-20,Hebei,0.0,0.0,21:30,39.0000001,116.0,2020,01,30,30-01-2020
88,76.0,Mainland China,0.0,1-30-20,Yunnan,0.0,0.0,21:30,25.0,102.0,2020,01,30,30-01-2020
89,87.0,Mainland China,0.0,1-30-20,Shaanxi,0.0,0.0,21:30,36.0,109.0,2020,01,30,30-01-2020
90,59.0,Mainland China,2.0,1-30-20,Heilongjiang,0.0,0.0,21:30,48.0000047,127.999992,2020,01,30,30-01-2020
91,50.0,Mainland China,1.0,1-30-20,Hainan,1.0,0.0,21:30,19.2000001,109.5999999,2020,01,30,30-01-2020
92,45.0,Mainland China,0.0,1-30-20,Liaoning,1.0,0.0,21:30,40.9975197,122.9955469,2020,01,30,30-01-2020
93,39.0,Mainland China,0.0,1-30-20,Shanxi,1.0,0.0,21:30,37.0,112.0,2020,01,30,30-01-2020
94,32.0,Mainland China,0.0,1-30-20,Tianjin,0.0,0.0,21:30,39.1235635,117.1980785,2020,01,30,30-01-2020
95,29.0,Mainland China,0.0,1-30-20,Gansu,0.0,0.0,21:30,38.0000001,101.9999999,2020,01,30,30-01-2020
96,21.0,Mainland China,0.0,1-30-20,Ningxia,1.0,0.0,21:30,37.0000001,105.9999999,2020,01,30,30-01-2020
97,20.0,Mainland China,0.0,1-30-20,Inner Mongolia,0.0,0.0,21:30,43.2443242,114.3251664,2020,01,30,30-01-2020
98,17.0,Mainland China,0.0,1-30-20,Xinjiang,0.0,0.0,21:30,41.7574769,87.16738423046897,2020,01,30,30-01-2020
99,15.0,Mainland China,0.0,1-30-20,Guizhou,1.0,0.0,21:30,27.0,107.0,2020,01,30,30-01-2020
100,14.0,Mainland China,0.0,1-30-20,Jilin,1.0,0.0,21:30,42.9995032,125.9816054,2020,01,30,30-01-2020
101,12.0,Hong Kong,0.0,1-30-20,Hong Kong,0.0,0.0,21:30,22.2793278,114.1628131,2020,01,30,30-01-2020
102,9.0,Taiwan,0.0,1-30-20,Taiwan,0.0,0.0,21:30,23.9739374,120.9820179,2020,01,30,30-01-2020
103,8.0,Mainland China,0.0,1-30-20,Qinghai,0.0,0.0,21:30,35.40709525,95.95211573241954,2020,01,30,30-01-2020
104,7.0,Macau,0.0,1-30-20,Macau,0.0,0.0,21:30,22.1757605,113.5514142,2020,01,30,30-01-2020
105,1.0,Mainland China,0.0,1-30-20,Tibet,0.0,0.0,21:30,31.894343149999997,87.07813712706509,2020,01,30,30-01-2020
106,1.0,US,0.0,1-30-20,Washington,0.0,0.0,21:30,38.8948932,-77.0365529,2020,01,30,30-01-2020
107,2.0,US,0.0,1-30-20,Illinois,0.0,0.0,21:30,40.0796606,-89.4337288,2020,01,30,30-01-2020
108,2.0,US,0.0,1-30-20,California,0.0,0.0,21:30,36.7014631,-118.7559974,2020,01,30,30-01-2020
109,1.0,US,0.0,1-30-20,Arizona,0.0,0.0,21:30,34.395342,-111.7632755,2020,01,30,30-01-2020
110,11.0,Japan,0.0,1-30-20,Japan,1.0,0.0,21:30,36.5748441,139.2394179,2020,01,30,30-01-2020
111,14.0,Thailand,0.0,1-30-20,Thailand,5.0,0.0,21:30,14.8971921,100.83273,2020,01,30,30-01-2020
112,6.0,South Korea,0.0,1-30-20,South Korea,0.0,0.0,21:30,36.638392,127.6961188,2020,01,30,30-01-2020
113,10.0,Singapore ,0.0,1-30-20,Singapore ,0.0,0.0,21:30,1.357107,103.8194992,2020,01,30,30-01-2020
114,2.0,Vietnam,0.0,1-30-20,Vietnam,0.0,0.0,21:30,13.2904027,108.4265113,2020,01,30,30-01-2020
115,5.0,France,0.0,1-30-20,France,0.0,0.0,21:30,46.603354,1.8883335,2020,01,30,30-01-2020
116,1.0,Nepal,0.0,1-30-20,Nepal,0.0,0.0,21:30,28.1083929,84.0917139,2020,01,30,30-01-2020
117,8.0,Malaysia ,0.0,1-30-20,Malaysia ,0.0,0.0,21:30,4.5693754,102.2656823,2020,01,30,30-01-2020
118,2.0,Canada,0.0,1-30-20,Ontario,0.0,0.0,21:30,50.000678,-86.000977,2020,01,30,30-01-2020
119,1.0,Canada,0.0,1-30-20,British Columbia,0.0,0.0,21:30,55.001251,-125.002441,2020,01,30,30-01-2020
120,1.0,Cambodia,0.0,1-30-20,Cambodia,0.0,0.0,21:30,13.5066394,104.869423,2020,01,30,30-01-2020
121,1.0,Sri Lanka,0.0,1-30-20,Sri Lanka,0.0,0.0,21:30,7.5554942,80.7137847,2020,01,30,30-01-2020
122,4.0,Australia,0.0,1-30-20,New South Wales,2.0,0.0,21:30,-31.8759835,147.2869493,2020,01,30,30-01-2020
123,2.0,Australia,0.0,1-30-20,Victoria,0.0,0.0,21:30,-36.5986096,144.6780052,2020,01,30,30-01-2020
124,3.0,Australia,0.0,1-30-20,Queensland,0.0,0.0,21:30,-22.1646782,144.5844903,2020,01,30,30-01-2020
125,4.0,Germany,0.0,1-30-20,Bavaria,0.0,0.0,21:30,48.9467562,11.4038717,2020,01,30,30-01-2020
126,1.0,Finland,0.0,1-30-20,Finland,0.0,0.0,21:30,63.2467777,25.9209164,2020,01,30,30-01-2020
127,4.0,United Arab Emirates,0.0,1-30-20,United Arab Emirates,0.0,0.0,21:30,24.0002488,53.9994829,2020,01,30,30-01-2020
128,1.0,Philippines,0.0,1-30-20,Philippines,0.0,0.0,21:30,12.7503486,122.7312101,2020,01,30,30-01-2020
129,1.0,India,0.0,1-30-20,India,0.0,0.0,21:30,22.3511148,78.6677428,2020,01,30,30-01-2020
130,2.0,Italy,0.0,1-30-20,Italy,0.0,0.0,21:30,42.6384261,12.674297,2020,01,30,30-01-2020
131,11177.0,Mainland China,350.0,2-1-2020,Hubei,295.0,0.0,23:33:00,31.15172525,112.87832224656043,2020,02,01,01-02-2020
132,661.0,Mainland China,0.0,2-2-2020,Zhejiang,32.0,0.0,2:13:00,29.0000001,119.9999999,2020,02,02,02-02-2020
133,632.0,Mainland China,0.0,2-2-2020,Guangdong,15.0,0.0,8:53:00,23.1357694,113.1982688,2020,02,02,02-02-2020
134,493.0,Mainland China,2.0,2-2-2020,Henan,10.0,0.0,0:53:00,34.0000001,113.9999999,2020,02,02,02-02-2020
135,463.0,Mainland China,0.0,2-2-2020,Hunan,16.0,0.0,9:43:00,27.9995878,112.009538,2020,02,02,02-02-2020
136,340.0,Mainland China,0.0,2-2-2020,Anhui,7.0,0.0,1:33:00,32.0,117.0,2020,02,02,02-02-2020
137,333.0,Mainland China,0.0,2-2-2020,Jiangxi,12.0,0.0,1:23:00,28.0,116.0,2020,02,02,02-02-2020
138,300.0,Mainland China,2.0,2-2-2020,Chongqing,7.0,0.0,8:23:00,29.5585712,106.5492822,2020,02,02,02-02-2020
139,236.0,Mainland China,0.0,2-2-2020,Jiangsu,7.0,0.0,1:13:00,33.0000001,119.9999999,2020,02,02,02-02-2020
140,231.0,Mainland China,1.0,2-2-2020,Sichuan,11.0,0.0,1:03:00,30.5000001,102.4999999,2020,02,02,02-02-2020
141,230.0,Mainland China,0.0,2-2-2020,Shandong,6.0,0.0,7:43:00,36.0000001,118.9999999,2020,02,02,02-02-2020
142,193.0,Mainland China,1.0,2-2-2020,Shanghai,10.0,0.0,8:43:00,31.2322758,121.4692071,2020,02,02,02-02-2020
143,191.0,Mainland China,1.0,2-2-2020,Beijing,9.0,0.0,5:53:00,39.906217,116.3912757,2020,02,02,02-02-2020
144,159.0,Mainland China,0.0,2-2-2020,Fujian,0.0,0.0,3:43:00,26.5450001,117.842778,2020,02,02,02-02-2020
145,127.0,Mainland China,0.0,2-2-2020,Guangxi,2.0,0.0,3:23:00,24.0,109.0,2020,02,02,02-02-2020
146,116.0,Mainland China,0.0,2-2-2020,Shaanxi,0.0,0.0,0:23:00,36.0,109.0,2020,02,02,02-02-2020
147,113.0,Mainland China,1.0,2-2-2020,Hebei,3.0,0.0,2:53:00,39.0000001,116.0,2020,02,02,02-02-2020
148,105.0,Mainland China,0.0,2-2-2020,Yunnan,3.0,0.0,8:03:00,25.0,102.0,2020,02,02,02-02-2020
149,95.0,Mainland China,2.0,2-2-2020,Heilongjiang,2.0,0.0,3:23:00,48.0000047,127.999992,2020,02,02,02-02-2020
150,70.0,Mainland China,0.0,2-2-2020,Liaoning,1.0,0.0,8:03:00,40.9975197,122.9955469,2020,02,02,02-02-2020
151,66.0,Mainland China,0.0,2-2-2020,Shanxi,3.0,0.0,9:53:00,37.0,112.0,2020,02,02,02-02-2020
152,64.0,Mainland China,1.0,2-1-2020,Hainan,4.0,0.0,23:33:00,19.2000001,109.5999999,2020,02,01,01-02-2020
153,51.0,Mainland China,0.0,2-2-2020,Gansu,3.0,0.0,9:43:00,38.0000001,101.9999999,2020,02,02,02-02-2020
154,48.0,Mainland China,0.0,2-1-2020,Tianjin,1.0,0.0,15:43:00,39.1235635,117.1980785,2020,02,01,01-02-2020
155,38.0,Mainland China,0.0,2-2-2020,Guizhou,2.0,0.0,1:03:00,27.0,107.0,2020,02,02,02-02-2020
156,28.0,Mainland China,0.0,2-2-2020,Ningxia,0.0,0.0,1:43:00,37.0000001,105.9999999,2020,02,02,02-02-2020
157,27.0,Mainland China,0.0,2-2-2020,Inner Mongolia,1.0,0.0,3:43:00,43.2443242,114.3251664,2020,02,02,02-02-2020
158,23.0,Mainland China,0.0,2-2-2020,Jilin,1.0,0.0,2:33:00,42.9995032,125.9816054,2020,02,02,02-02-2020
159,21.0,Mainland China,0.0,2-2-2020,Xinjiang,0.0,0.0,0:43:00,41.7574769,87.16738423046897,2020,02,02,02-02-2020
160,20.0,Japan,0.0,2-1-2020,Japan,1.0,0.0,18:53:00,36.5748441,139.2394179,2020,02,01,01-02-2020
161,19.0,Thailand,0.0,1-31-2020,Thailand,5.0,0.0,10:37:00,14.8971921,100.83273,2020,01,31,31-01-2020
162,18.0,Singapore,0.0,2-2-2020,Singapore,0.0,0.0,1:03:00,1.357107,103.8194992,2020,02,02,02-02-2020
163,15.0,Hong Kong,0.0,2-2-2020,Hong Kong,0.0,0.0,2:23:00,22.2793278,114.1628131,2020,02,02,02-02-2020
164,15.0,South Korea,0.0,2-2-2020,South Korea,0.0,0.0,1:03:00,36.638392,127.6961188,2020,02,02,02-02-2020
165,11.0,Mainland China,0.0,2-2-2020,Qinghai,0.0,0.0,5:33:00,35.40709525,95.95211573241954,2020,02,02,02-02-2020
166,10.0,Germany,0.0,1-31-2020,Germany,0.0,0.0,15:20:00,51.0834196,10.4234469,2020,01,31,31-01-2020
167,10.0,Taiwan,0.0,2-1-2020,Taiwan,0.0,0.0,23:33:00,23.9739374,120.9820179,2020,02,01,01-02-2020
168,8.0,Macau,0.0,2-2-2020,Macau,0.0,0.0,4:23:00,22.1757605,113.5514142,2020,02,02,02-02-2020
169,8.0,Malaysia,0.0,1-31-2020,Malaysia,0.0,0.0,8:15:00,4.5693754,102.2656823,2020,01,31,31-01-2020
170,6.0,France,0.0,2-1-2020,France,0.0,0.0,1:52:00,46.603354,1.8883335,2020,02,01,01-02-2020
171,6.0,Vietnam,0.0,2-1-2020,Vietnam,1.0,0.0,7:38:00,13.2904027,108.4265113,2020,02,01,01-02-2020
172,5.0,United Arab Emirates,0.0,2-2-2020,United Arab Emirates,0.0,0.0,5:43:00,24.0002488,53.9994829,2020,02,02,02-02-2020
173,4.0,Australia,0.0,2-1-2020,New South Wales,2.0,0.0,18:12:00,-31.8759835,147.2869493,2020,02,01,01-02-2020
174,4.0,Australia,0.0,2-1-2020,Victoria,0.0,0.0,18:12:00,-36.5986096,144.6780052,2020,02,01,01-02-2020
175,3.0,Canada,0.0,2-1-2020,Ontario,0.0,0.0,18:12:00,50.000678,-86.000977,2020,02,01,01-02-2020
176,2.0,Australia,0.0,2-1-2020,Queensland,0.0,0.0,18:12:00,-22.1646782,144.5844903,2020,02,01,01-02-2020
177,2.0,Australia,0.0,2-2-2020,South Australia,0.0,0.0,6:03:00,-30.5343665,135.6301212,2020,02,02,02-02-2020
178,2.0,India,0.0,1-31-2020,India,0.0,0.0,8:15:00,22.3511148,78.6677428,2020,01,31,31-01-2020
179,2.0,Italy,0.0,2-2-2020,Italy,0.0,0.0,3:33:00,42.6384261,12.674297,2020,02,02,02-02-2020
180,2.0,Philippines,1.0,1-31-2020,Philippines,0.0,0.0,16:13:00,12.7503486,122.7312101,2020,01,31,31-01-2020
181,2.0,Russia,0.0,2-1-2020,Russia,0.0,0.0,1:52:00,64.6863136,97.7453061,2020,02,01,01-02-2020
182,2.0,UK,0.0,2-1-2020,UK,0.0,0.0,19:43:00,54.7023545,-3.2765753,2020,02,01,01-02-2020
183,2.0,US,0.0,2-1-2020,"Chicago, IL",0.0,0.0,18:12:00,41.8755616,-87.6244212,2020,02,01,01-02-2020
184,1.0,Cambodia,0.0,1-31-2020,Cambodia,0.0,0.0,8:15:00,13.5066394,104.869423,2020,01,31,31-01-2020
185,1.0,Canada,0.0,2-1-2020,British Columbia,0.0,0.0,18:12:00,55.001251,-125.002441,2020,02,01,01-02-2020
186,1.0,Finland,0.0,1-31-2020,Finland,0.0,0.0,8:15:00,63.2467777,25.9209164,2020,01,31,31-01-2020
187,1.0,Mainland China,0.0,2-1-2020,Tibet,0.0,0.0,1:52:00,31.894343149999997,87.07813712706509,2020,02,01,01-02-2020
188,1.0,Nepal,0.0,1-31-2020,Nepal,0.0,0.0,8:15:00,28.1083929,84.0917139,2020,01,31,31-01-2020
189,1.0,Spain,0.0,2-1-2020,Spain,0.0,0.0,23:43:00,39.3262345,-4.8380649,2020,02,01,01-02-2020
190,1.0,Sri Lanka,0.0,1-31-2020,Sri Lanka,0.0,0.0,8:15:00,7.5554942,80.7137847,2020,01,31,31-01-2020
191,1.0,Sweden,0.0,2-1-2020,Sweden,0.0,0.0,2:13:00,59.6749712,14.5208584,2020,02,01,01-02-2020
192,1.0,US,0.0,2-1-2020,"Boston, MA",0.0,0.0,19:43:00,42.3602534,-71.0582912,2020,02,01,01-02-2020
193,1.0,US,0.0,2-1-2020,"Los Angeles, CA",0.0,0.0,19:53:00,34.0536909,-118.2427666,2020,02,01,01-02-2020
194,1.0,US,0.0,2-1-2020,"Orange, CA",0.0,0.0,19:53:00,45.8413676,-74.2168946,2020,02,01,01-02-2020
195,1.0,US,0.0,2-1-2020,"Santa Clara, CA",0.0,0.0,19:53:00,37.2333253,-121.6846349,2020,02,01,01-02-2020
196,1.0,US,0.0,2-1-2020,"Seattle, WA",0.0,0.0,19:43:00,47.6038321,-122.3300624,2020,02,01,01-02-2020
197,1.0,US,0.0,2-1-2020,"Tempe, AZ",0.0,0.0,19:43:00,33.4255056,-111.9400125,2020,02,01,01-02-2020
198,7153.0,Mainland China,249.0,2-1-2020,Hubei,168.0,0.0,11:53,31.15172525,112.87832224656043,2020,02,01,01-02-2020
199,599.0,Mainland China,0.0,2-1-2020,Zhejiang,21.0,0.0,10:53,29.0000001,119.9999999,2020,02,01,01-02-2020
200,535.0,Mainland China,0.0,2-1-2020,Guangdong,14.0,0.0,14:23,23.1357694,113.1982688,2020,02,01,01-02-2020
201,422.0,Mainland China,2.0,2-1-2020,Henan,3.0,0.0,1:52,34.0000001,113.9999999,2020,02,01,01-02-2020
202,389.0,Mainland China,0.0,2-1-2020,Hunan,8.0,0.0,11:03,27.9995878,112.009538,2020,02,01,01-02-2020
203,297.0,Mainland China,0.0,2-1-2020,Anhui,5.0,0.0,13:33,32.0,117.0,2020,02,01,01-02-2020
204,286.0,Mainland China,0.0,2-1-2020,Jiangxi,9.0,0.0,1:52,28.0,116.0,2020,02,01,01-02-2020
205,247.0,Mainland China,1.0,2-1-2020,Chongqing,3.0,0.0,8:43,29.5585712,106.5492822,2020,02,01,01-02-2020
206,207.0,Mainland China,1.0,2-1-2020,Sichuan,3.0,0.0,1:52,30.5000001,102.4999999,2020,02,01,01-02-2020
207,206.0,Mainland China,0.0,2-1-2020,Shandong,3.0,0.0,7:51,36.0000001,118.9999999,2020,02,01,01-02-2020
208,202.0,Mainland China,0.0,2-1-2020,Jiangsu,6.0,0.0,14:03,33.0000001,119.9999999,2020,02,01,01-02-2020
